BreedingSite,Site_code,LU,Round,Season,Latitude,Longitude,Date_time,Water_temp,Air_temp,Humidity,Wind,Weather,Dimensions,dim1,dim2,Dimension,Dimension_cat,Habitat_class,Habitat_description,Current,WaterReservoir_material,BottomLayer,BottomLayer_cat,BottomLayer_cat2,BottomLayer_Leaves,BottomLayer_Mud,BottomLayer_Rocks/gravels,BottomLayer_Other,Depth,Edges,Turbidity,Pollution,Pollution_cat,Pollution_cat2,Pollution_Plastic/rubbish,Pollution_debris,Pollution_oil,Pollution_AnimalFaeces,Pollution_other,Water_colour,Shading,LandUse_village,LandUse_plantations,LandUse_fields,LandUse_forest,LandUse_fields_cassava,LandUse_fields_rice,LandUse_fields_vacant,LandUse_plantations_cashew,LandUse_plantations_rubber,LandUse_plantations_banana,Vegetation,Vegetation_cat,Vegetation_cat2,Vegetation_submerged,Vegetation_emerged,Vegetation_floating,Vegetation_algae,VegetationSurface,Predators,Predators_cat,Predators_cat2,Predators_Coleoptera,Predators_Hemiptera,Predators_Odonata,Predators_Crustacean,Predators_MsqLarvae,Predators_Fish,Predators_other,Predators_Coleoptera_Dysticidae,Predators_Coleoptera_Hydrophilidae,Predators_Hemiptera_Notonectae,Predators_Hemiptera_Corixidae,Predators_Hemiptera_Nepidae,Predators_Hemiptera_unidentified,Predators_Hemiptera_other,Predators_Odonata_Dragonflies,Predators_Odonata_Damselflies,Predators_Odonata_unidentified,Predators_Odonata_other,Predators_Crustacean_Cyclopoids,Predators_MsqLarvae_Toxorynchites,Predators_other_1,Animals,Animals_amphibian,Animals_domestic,Animals_other,VisiblePeople,Remarks,Mosquito,Unidentified,NonAnopheles,NonAnopheles_genus,NonAnopheles_genus2,Aedes,Armigeres,Culex,Malaya,Tripteroides,Anopheles,Anopheles_SppNb,Anopheles_barbirostris,Anopheles_hyrcanus,Anopheles_indefinitus,Anopheles_jamesii,Anopheles_kochi,Anopheles_maculatus,Anopheles_nivipes,Anopheles_philippinensis,Anopheles_pyretophorus,Anopheles_subpictus,Anopheles_unidentified,Anopheles_vagus
PL04-G030,PL04,plantations,4,Rainy,12.1737974,106.8757224,11/08/2020 10:24,30,31.4,70.5,No,Cloudy,33*23,33,23,759,Small,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,Medium,No,None,None,No,No,No,No,No,Grey,Partial,No,No,Yes,No,No,No,No,Yes,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL04-G031,PL04,plantations,4,Rainy,12.173796,106.8756555,11/08/2020 10:51,34.1,34.3,63.2,Little,Cloudy,24*9,24,9,216,Small,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,Little,No,None,None,No,No,No,No,No,Transparent,Partial,No,No,Yes,No,No,No,No,Yes,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL04-G032,PL04,plantations,4,Rainy,12.1738701,106.8755201,11/08/2020 10:58,32.4,34.2,63.7,Little,Cloudy,23*12,23,12,276,Small,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Partial,No,No,Yes,No,No,No,No,Yes,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL04-G033,PL04,plantations,4,Rainy,12.1747716,106.8750016,11/08/2020 11:28,29.5,33,80,Little,Cloudy,7*9,7,9,63,VerySmall,Artificial containers,Cans,NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,Little,No,None,None,No,No,No,No,No,Transparent,Partial,No,No,Yes,No,No,No,No,Yes,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL04-G034,PL04,plantations,4,Rainy,12.1747716,106.8750016,11/08/2020 11:41,30.9,32.7,72.6,Little,Cloudy,12*5,12,5,60,VerySmall,Natural containers,Plants' axils and leaves,NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,Partial,No,No,Yes,No,No,No,No,No,No,Yes,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL04-G035,PL04,plantations,4,Rainy,12.1742974,106.8749583,11/08/2020 11:41,30.9,32.7,72.6,Little,Cloudy,12*5,12,5,60,VerySmall,Natural containers,Plants' axils and leaves,NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,Partial,No,No,Yes,No,No,No,No,No,No,Yes,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL04-G060,PL04,plantations,4,Rainy,12.1736446,106.8746375,11/08/2020 10:43,30,34.8,55.8,Little,Cloudy,5*3,5,3,15,VerySmall,Natural containers,Plants' axils and leaves,NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Partial,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outside transect    Banana tree s axils,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL04-G061,PL04,plantations,4,Rainy,12.1736229,106.8745909,11/08/2020 10:52,30.4,35.2,61.1,No,Sunny,3*4,3,4,12,VerySmall,Natural containers,Plants' axils and leaves,NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Partial,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Outside transect, banana trees",0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL04-G062,PL04,plantations,4,Rainy,12.1742422,106.8744904,11/08/2020 11:02,27.4,34.2,72.3,Little,Sunny,6*6,6,6,36,VerySmall,Natural containers,Bamboo holes,NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Complete,No,No,Yes,No,No,No,No,Yes,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outside transect,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL04-G063,PL04,plantations,4,Rainy,12.174289,106.8745775,11/08/2020 11:04,28,34.2,73.1,No,Sunny,5*5,5,5,25,VerySmall,Natural containers,Bamboo holes,NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Complete,No,No,Yes,No,No,No,No,Yes,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outside transect,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL04-G064,PL04,plantations,4,Rainy,12.1743569,106.874655,11/08/2020 11:16,28.3,31.1,71.2,No,Rainy,5*5,5,5,25,VerySmall,Natural containers,Bamboo holes,NA,NA,No,None,None,No,No,No,No,Deep,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Complete,No,No,Yes,No,No,No,No,Yes,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Outside transect, recently cut",0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V05-G030,V05,village,4,Rainy,12.1889231,106.8422103,10/08/2020 08:51,31.9,31.7,NA,No,Cloudy,15*9,15,9,135,Small,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,Partial,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V05-G031,V05,village,4,Rainy,12.1888404,106.842223,10/08/2020 08:59,29.6,30.7,NA,Little,Cloudy,10*5,5,10,50,VerySmall,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,Little,No,None,None,No,No,No,No,No,Transparent,Partial,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V05-G032,V05,village,4,Rainy,12.1887812,106.8422916,10/08/2020 09:06,32.5,31.8,NA,NA,NA,12*7,12,7,84,VerySmall,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,Medium,No,None,None,No,No,No,No,No,Grey,Partial,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V05-G033,V05,village,4,Rainy,12.1887513,106.8422425,10/08/2020 09:13,29.2,30.4,NA,Medium,Cloudy,13*8,13,8,104,Small,Artificial containers,Cans,NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,Little,No,None,None,No,No,No,No,No,Transparent,Partial,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V05-G038,V05,village,4,Rainy,12.1886409,106.8423935,10/08/2020 11:21,30.8,32.3,NA,Medium,Cloudy,15*8,15,8,120,Small,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,NA,No,None,None,No,No,No,No,No,Transparent,Partial,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G034,V06,village,4,Rainy,12.181159,106.8744735,07/08/2020 09:31,27.4,28.7,89.8,Little,Cloudy,20*15,20,15,300,Small,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,Partial,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G043,V06,village,4,Rainy,12.1812106,106.8749123,07/08/2020 11:04,26.1,31.8,73,Medium,Cloudy,22*11,22,11,242,Small,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,Little,No,None,None,No,No,No,No,No,Transparent,Partial,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL01-G001,PL01,plantations,1,Rainy,12.1847832,106.7732642,02/11/2019 09:49,26.5,28.5,91.4,No,Cloudy,2.5*2.5,2.5,2.5,6.25,VerySmall,Artificial containers,Plastic or rubbish,NA,NA,Yes,None,Rocks,No,No,Yes,No,Shallow,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Complete,No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Measurements = opening of the bottle,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOH02-G064,FOH02,forest,4,Rainy,12.23680556,106.8772778,03/08/2020 09:46,25.8,25.8,NA,No,Cloudy,430*47,430,47,20210,Medium,Stagnant temporary water bodies,Road tracks,NA,NA,Yes,Composite,Leaves-Mud,Yes,Yes,No,No,Shallow,Shallow,High,Yes,Oil,Oil,No,No,Yes,No,No,Brown,Complete,No,No,No,Yes,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOL01-G002,FOL01,forest,1,Rainy,12.2238925,106.8612767,19/10/2019 16:15,27.2,29.7,87.7,No,Cloudy,38*20,38,20,760,Small,Stagnant temporary water bodies,Puddles and ditches,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Shallow,Shallow,None,Yes,Oil,Oil,No,No,Yes,No,No,Transparent,Complete,No,No,No,Yes,NA,NA,NA,NA,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Part of a stream mostly dry,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL01-G067,FIL01,fields,4,Rainy,12.1916389,106.8051456,06/08/2020 11:25,30.7,32.1,75.7,Little,Cloudy,26*6,26,6,156,Small,Natural containers,Tree holes,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Shallow,Shallow,None,Yes,Oil,Oil,No,No,Yes,No,No,Brown,Partial,No,Yes,No,No,Yes,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G001,V06,village,1,Rainy,12.1812988,106.8755665,01/11/2019 09:21,32.7,35,67.2,Little,Sunny,26*17,26,17,442,Small,Artificial containers,Plastic or rubbish,NA,NA,Yes,None,Rocks,No,No,Yes,No,Shallow,Shallow,None,Yes,Oil,Oil,No,No,Yes,No,No,Transparent,None,Yes,No,No,No,NA,NA,NA,NA,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,Aluminum,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G031,V06,village,4,Rainy,12.1810682,106.8741075,07/08/2020 09:05,29.4,29.7,84.5,No,Cloudy,12*10,12,10,120,Small,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,Medium,Yes,Plastic,Plastic,Yes,No,No,No,No,Grey,Partial,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V05-G034,V05,village,4,Rainy,12.1888753,106.8421891,10/08/2020 09:19,28.5,29,NA,Medium,Cloudy,140*80,140,80,11200,Medium,Stagnant temporary water bodies,Puddles and ditches,NA,NA,Yes,Composite,Leaves-Mud,Yes,Yes,No,No,Shallow,Shallow,Little,Yes,Multiple,Plastic-AnimalFaeces,Yes,No,No,Yes,No,Grey,None,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL03-G035,FIL03,plantations,4,Rainy,12.1788098,106.9172036,30/07/2020 13:25,29.1,32.4,73.3,Little,Cloudy,420*50,420,50,21000,Medium,Stagnant temporary water bodies,Road tracks,NA,NA,Yes,Composite,Leaves-Mud,Yes,Yes,No,No,Shallow,Shallow,Little,No,None,None,No,No,No,No,No,Brown,Complete,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Algae,Algae,No,No,No,Yes,5;25,Yes,Odonata,Odonata,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,"Larvae not anopheles,not identified as mixed with others",0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIH03-G007,FIH03,fields,1,Rainy,12.1763091,106.8719385,01/11/2019 16:53,30.3,31.6,69.6,Little,Sunny,40*NA,4,10000,40000,Large,Running water,Streams,No,NA,Yes,Mud,Mud,No,Yes,No,No,Deep,Shallow,Medium,No,None,None,No,No,No,No,No,Brown,None,No,No,Yes,No,NA,NA,NA,NA,NA,NA,Yes,Algae,Algae,No,No,No,Yes,5;25,Yes,Odonata,Odonata,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,None,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOH02-G062,FOH02,forest,4,Rainy,12.23680556,106.8773611,03/08/2020 09:22,25.5,27.3,NA,No,Cloudy,133*30,133,30,3990,Medium,Stagnant temporary water bodies,Road tracks,NA,NA,Yes,Composite,Leaves-Mud,Yes,Yes,No,No,Deep,Shallow,High,Yes,Oil,Oil,No,No,Yes,No,No,Brown,Complete,No,No,No,Yes,No,No,No,No,No,No,Yes,Algae,Algae,No,No,No,Yes,<5,Yes,Odonata,Odonata,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,"Leech, gerris",No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIH03-G068,FIH03,fields,4,Rainy,12.1765036,106.872245,31/07/2020 13:12,28.7,26.6,98.2,No,Rainy,60*NA,60,10000,600000,VeryLarge,Stagnant temporary water bodies,Rice paddies,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Deep,Shallow,High,No,None,None,No,No,No,No,No,Brown,None,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Emerged,Emerged,No,Yes,No,No,75;100,Yes,Odonata,Odonata,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"One damselfly, two dead larvae, pesticide? Rice around 70cm high",0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIH03-G036,FIH03,fields,4,Rainy,12.1761292,106.8718202,31/07/2020 11:30,27.5,28.9,99.9,No,Rainy,NA*320,10000,320,3200000,VeryLarge,Running water,Streams,Yes,NA,Yes,Composite,Leaves-Mud,Yes,Yes,No,No,Deep,Shallow,Medium,No,None,None,No,No,No,No,No,Transparent,Partial,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Multiple,Emerged-Algae,No,Yes,No,Yes,<5,Yes,Odonata,Odonata,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOH02-G063,FOH02,forest,4,Rainy,12.2368962,106.8773773,03/08/2020 09:34,25.3,26.7,99.9,Little,Cloudy,3700*280,3700,280,1036000,VeryLarge,Stagnant temporary water bodies,Road tracks,NA,NA,Yes,Composite,Leaves-Mud,Yes,Yes,No,No,Deep,Shallow,High,Yes,Plastic,Plastic,Yes,No,No,No,No,Grey,None,No,No,No,Yes,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,Yes,Odonata,Odonata,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
