ID,COUNTRY_NAME,ISO2,ADMIN1,ADMIN2,SITE_NAME,SITE_CODE,LATITUDE,LONGITUDE,TEST_TYPE,INSECTICIDE_CLASS,INSECTICIDE_CONC,INSECTICIDE_INTENSITY,INSECTICIDE_TYPE,YEAR_START,VECTOR_SPECIES,STAGE_ORIGIN,MOSQUITO_NUMBER,TIME_HOLDING_POSTEXPOSURE,MORTALITY_ADJUSTED,RESISTANCE_INTENSITY,DATA_SOURCE,CITATION,CITATION_URL,DATA_CURATOR
IRDis791,Burkina Faso,BF,Bobo,Karangasso-Vigue,Soumousso,IRBF55,11.011351,-4.056328,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,41.3,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis799,Burkina Faso,BF,Ouahigouya,Seguenega,Seguenega,IRBF49,13.433971,-1.960708,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,20.29,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis803,Burkina Faso,BF,Gaoua,Diebougou,Diébougou,IRBF9,10.964122,-3.257144,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,53.62,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis84,Côte d’Ivoire,CI,Hambol,Dabakala,Dabakala,IRCI92,8.36333,-4.428611,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,4.07,N/A,Not available,Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide_treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454,https://pubmed.ncbi.nlm.nih.gov/33298071/,World Health Organization
IRMZS21019,Mozambique,MZ,Cabo Delgado,Chiúre,Chiure,IRMZ29,-13.4664,39.703,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,86,High intensity,Programa Nacional do Controlo da Malaria,Programa Nacional do Controlo da Malária,NA,World Health Organization
IRDis784,Burkina Faso,BF,Kaya,Kongoussi,Kongoussi,IRBF23,13.302324,-1.523282,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,26.76,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis792,Burkina Faso,BF,Banfora,Mangodara,Mangodara,IRBF36,9.905253,-4.353365,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,1.45,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis793,Burkina Faso,BF,Bobo,Karangasso-Vigue,Karangasso-vigue Rural,IRBF80,11.016667,-4.033333,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,9.78,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis805,Burkina Faso,BF,Bobo,Karangasso-Vigue,Soumousso,IRBF55,11.011351,-4.056328,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,14.49,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis758,Côte d’Ivoire,CI,Agneby-Tiassa,Agboville,Agboville,IRCI5,5.9318,-4.2181,"CDC bottle bioassay, adults",Pyrethroids,12.5µg,1,Deltamethrin,2019,An. gambiae s.l.,UNDEFINED,204,undefined,30.8,N/A,Not available,"Pelloquin et al. (2021) Overabundance of Asaia and Serratia Bacteria Is Associated with Deltamethrin Insecticide Susceptibility in Anopheles coluzzii from Agboville, Côte d'Ivoire. Microbiol Spectr. 2021 Oct 31;9(2):e0015721.",https://pubmed.ncbi.nlm.nih.gov/34668745/,World Health Organization
IRDis768,Ethiopia,ET,Oromiya,Jimma,Asendabo,IRET17,7.773141,37.231293,"CDC bottle bioassay, adults",Pyrethroids,21.5µg,1,Permethrin,2017,An. arabiensis,UNDEFINED,176,undefined,63.85,N/A,Not available,Messenger LA et al. (2021) A whole transcriptomic approach provides novel insights into the molecular basis of organophosphate and pyrethroid resistance in Anopheles arabiensis from Ethiopia. Insect Biochem Mol Biol. 2021 Dec;139:103655.,https://pubmed.ncbi.nlm.nih.gov/34562591/,World Health Organization
IRDis780,Burkina Faso,BF,Dedougou,Solenzo,Solenzo,IRBF54,12.183625,-4.073765,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,14.52,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt405,Cameroon,CM,Centre,Djoungolo,Nkolondom,IRCM104,3.947778,11.505,WHO tube test,Pyrethroids,0.50%,10,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),94,undefined,44.3,High intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt413,Cameroon,CM,Centre,Nkolbisson,Nkolbisson,IRCM149,3.87131,11.45426,WHO tube test,Pyrethroids,0.50%,10,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),94,undefined,89.21,High intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt414,Cameroon,CM,Centre,Nkolndongo,Ekié,IRCM154,3.82,11.53,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),90,undefined,70,Moderate to high intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt433,Burkina Faso,BF,Gaoua,Diebougou,Diébougou,IRBF9,10.964122,-3.257144,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,92.51,High intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt434,Burkina Faso,BF,Bobo,Orodara,Orodara,IRBF41,10.97475,-4.927154,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,65.17,Moderate to high intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt440,Burkina Faso,BF,Bobo,Karangasso-Vigue,Karangasso-vigue Rural,IRBF80,11.016667,-4.033333,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,72.66,Moderate to high intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis811,Burkina Faso,BF,Ouagadougou,Boulmiougou,Ouagadougou,IRBF42,12.358651,-1.606883,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,23.19,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis719,Cameroon,CM,Centre,Nkolbisson,Nkolbisson,IRCM149,3.87131,11.45426,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),83,undefined,17.8,N/A,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRDis722,Cameroon,CM,Centre,Nkolndongo,Ekié,IRCM154,3.82,11.53,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),113,undefined,61.1,N/A,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRDis726,Cameroon,CM,Centre,Djoungolo,Nkolondom,IRCM104,3.947778,11.505,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),108,undefined,31.7,N/A,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRDis744,Cameroon,CM,Centre,Nkolndongo,Ekié,IRCM154,3.82,11.53,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),86,undefined,13.9,N/A,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt453,Burkina Faso,BF,Ouahigouya,Seguenega,Seguenega,IRBF49,13.433971,-1.960708,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,83.15,High intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt457,Burkina Faso,BF,Gaoua,Kampti,Kampti,IRBF16,10.141369,-3.459326,WHO tube test,Pyrethroids,0.50%,10,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,96.38,High intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt462,Burkina Faso,BF,Bobo,Orodara,Orodara,IRBF41,10.97475,-4.927154,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,16.67,Moderate to high intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt467,Burkina Faso,BF,Banfora,Mangodara,Mangodara,IRBF36,9.905253,-4.353365,WHO tube test,Pyrethroids,0.50%,10,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,56.52,High intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt474,Burkina Faso,BF,Dedougou,Boromo,Boromo,IRBF5,11.750001,-2.933334,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,69.93,Moderate to high intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt484,Burkina Faso,BF,Gaoua,Kampti,Kampti,IRBF16,10.141369,-3.459326,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,71.74,Moderate to high intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis795,Burkina Faso,BF,Dedougou,Nouna,Nouna,IRBF40,12.715024,-3.863863,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,11.59,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis801,Burkina Faso,BF,Gaoua,Kampti,Kampti,IRBF16,10.141369,-3.459326,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,23.19,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis82,Côte d’Ivoire,CI,Bounkani,Bouna,Bouna,IRCI17,9.271,-2.992,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,7.33,N/A,Not available,Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide_treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454,https://pubmed.ncbi.nlm.nih.gov/33298071/,World Health Organization
IRDis778,Burkina Faso,BF,Banfora,Mangodara,Mangodara,IRBF36,9.905253,-4.353365,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,63.07,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis779,Burkina Faso,BF,Bobo,Karangasso-Vigue,Karangasso-vigue Rural,IRBF80,11.016667,-4.033333,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,50.21,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt491,Burkina Faso,BF,Bobo,Orodara,Orodara,IRBF41,10.97475,-4.927154,WHO tube test,Pyrethroids,7.50%,10,Permethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,98.91,Low intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt504,Burkina Faso,BF,Ouagadougou,Boulmiougou,Ouagadougou,IRBF42,12.358651,-1.606883,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,84.42,Moderate to high intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt52,Côte d’Ivoire,CI,Belier,Yamoussoukro,Yamoussoukro,IRCI77,6.78168,-5.27089,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,27.21,Moderate to high intensity,Not available,Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide_treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454,https://pubmed.ncbi.nlm.nih.gov/33298071/,World Health Organization
